Sample,Photo,Pixels,Area,Treatment,Time,Experiment
C1T0,C1T0_13,30,0.133,Control,Start,Control Start
C1T0,C1T0_13,28,0.124,Control,Start,Control Start
C1T0,C1T0_13,822,3.653,Control,Start,Control Start
C1T0,C1T0_13,39,0.173,Control,Start,Control Start
C1T0,C1T0_13,69,0.307,Control,Start,Control Start
C1T0,C1T0_13,11,0.049,Control,Start,Control Start
C1T0,C1T0_13,387,1.72,Control,Start,Control Start
C1T0,C1T0_13,64,0.284,Control,Start,Control Start
C1T0,C1T0_13,134,0.596,Control,Start,Control Start
C1T0,C1T0_13,44,0.196,Control,Start,Control Start
C1T0,C1T0_13,17,0.076,Control,Start,Control Start
C1T0,C1T0_13,157,0.698,Control,Start,Control Start
C1T0,C1T0_13,85,0.378,Control,Start,Control Start
C1T0,C1T0_13,130,0.578,Control,Start,Control Start
C1T0,C1T0_13,63,0.28,Control,Start,Control Start
C1T0,C1T0_13,12,0.053,Control,Start,Control Start
C1T0,C1T0_13,35,0.156,Control,Start,Control Start
C1T0,C1T0_13,381,1.693,Control,Start,Control Start
C1T0,C1T0_13,62,0.276,Control,Start,Control Start
C1T0,C1T0_13,412,1.831,Control,Start,Control Start
C1T0,C1T0_13,15,0.067,Control,Start,Control Start
C1T0,C1T0_13,13,0.058,Control,Start,Control Start
C1T0,C1T0_13,13,0.058,Control,Start,Control Start
C1T0,C1T0_13,39,0.173,Control,Start,Control Start
C1T0,C1T0_13,59,0.262,Control,Start,Control Start
C1T0,C1T0_13,71,0.316,Control,Start,Control Start
C1T0,C1T0_13,117,0.52,Control,Start,Control Start
C1T0,C1T0_13,372,1.653,Control,Start,Control Start
C1T0,C1T0_13,61,0.271,Control,Start,Control Start
C1T0,C1T0_13,77,0.342,Control,Start,Control Start
C1T0,C1T0_13,403,1.791,Control,Start,Control Start
C1T0,C1T0_13,140,0.622,Control,Start,Control Start
C1T0,C1T0_13,76,0.338,Control,Start,Control Start
C1T0,C1T0_13,41,0.182,Control,Start,Control Start
C1T0,C1T0_13,44,0.196,Control,Start,Control Start
C1T0,C1T0_13,238,1.058,Control,Start,Control Start
C1T0,C1T0_13,139,0.618,Control,Start,Control Start
C1T0,C1T0_13,41,0.182,Control,Start,Control Start
C1T0,C1T0_13,69,0.307,Control,Start,Control Start
C1T0,C1T0_13,22,0.098,Control,Start,Control Start
C1T0,C1T0_13,312,1.387,Control,Start,Control Start
C1T0,C1T0_13,105,0.467,Control,Start,Control Start
C1T0,C1T0_13,850,3.778,Control,Start,Control Start
C1T0,C1T0_13,47,0.209,Control,Start,Control Start
C1T0,C1T0_13,127,0.564,Control,Start,Control Start
C1T0,C1T0_13,269,1.196,Control,Start,Control Start
C1T0,C1T0_13,84,0.373,Control,Start,Control Start
C1T0,C1T0_13,189,0.84,Control,Start,Control Start
C1T0,C1T0_13,871,3.871,Control,Start,Control Start
C1T0,C1T0_13,133,0.591,Control,Start,Control Start
C1T0,C1T0_13,32,0.142,Control,Start,Control Start
C1T0,C1T0_13,69,0.307,Control,Start,Control Start
C1T0,C1T0_13,106,0.471,Control,Start,Control Start
C1T0,C1T0_13,209,0.929,Control,Start,Control Start
C1T0,C1T0_13,33,0.147,Control,Start,Control Start
C1T0,C1T0_12,255,1.133,Control,Start,Control Start
C1T0,C1T0_12,223,0.991,Control,Start,Control Start
C1T0,C1T0_12,270,1.2,Control,Start,Control Start
C1T0,C1T0_12,126,0.56,Control,Start,Control Start
C1T0,C1T0_12,162,0.72,Control,Start,Control Start
C1T0,C1T0_12,425,1.889,Control,Start,Control Start
C1T0,C1T0_12,45,0.2,Control,Start,Control Start
C1T0,C1T0_12,117,0.52,Control,Start,Control Start
C1T0,C1T0_12,85,0.378,Control,Start,Control Start
C1T0,C1T0_12,427,1.898,Control,Start,Control Start
C1T0,C1T0_12,271,1.204,Control,Start,Control Start
C1T0,C1T0_12,134,0.596,Control,Start,Control Start
C1T0,C1T0_12,222,0.987,Control,Start,Control Start
C1T0,C1T0_12,155,0.689,Control,Start,Control Start
C1T0,C1T0_12,15,0.067,Control,Start,Control Start
C1T0,C1T0_12,69,0.307,Control,Start,Control Start
C1T0,C1T0_12,126,0.56,Control,Start,Control Start
C1T0,C1T0_12,41,0.182,Control,Start,Control Start
C1T0,C1T0_12,50,0.222,Control,Start,Control Start
C1T0,C1T0_12,68,0.302,Control,Start,Control Start
C1T0,C1T0_12,11,0.049,Control,Start,Control Start
C1T0,C1T0_12,160,0.711,Control,Start,Control Start
C1T0,C1T0_12,232,1.031,Control,Start,Control Start
C1T0,C1T0_12,178,0.791,Control,Start,Control Start
C1T0,C1T0_12,19,0.084,Control,Start,Control Start
C1T0,C1T0_12,230,1.022,Control,Start,Control Start
C1T0,C1T0_12,169,0.751,Control,Start,Control Start
C1T0,C1T0_12,182,0.809,Control,Start,Control Start
C1T0,C1T0_12,182,0.809,Control,Start,Control Start
C1T0,C1T0_12,101,0.449,Control,Start,Control Start
C1T0,C1T0_12,117,0.52,Control,Start,Control Start
C1T0,C1T0_12,150,0.667,Control,Start,Control Start
C1T0,C1T0_12,675,3,Control,Start,Control Start
C1T0,C1T0_12,70,0.311,Control,Start,Control Start
C1T0,C1T0_12,20,0.089,Control,Start,Control Start
C1T0,C1T0_12,11,0.049,Control,Start,Control Start
C1T0,C1T0_12,132,0.587,Control,Start,Control Start
C1T0,C1T0_12,59,0.262,Control,Start,Control Start
C1T0,C1T0_12,135,0.6,Control,Start,Control Start
C1T0,C1T0_12,162,0.72,Control,Start,Control Start
C1T0,C1T0_12,110,0.489,Control,Start,Control Start
C1T0,C1T0_12,17,0.076,Control,Start,Control Start
C1T0,C1T0_12,292,1.298,Control,Start,Control Start
C1T0,C1T0_12,83,0.369,Control,Start,Control Start
C1T0,C1T0_12,146,0.649,Control,Start,Control Start
C1T0,C1T0_12,349,1.551,Control,Start,Control Start
C1T0,C1T0_12,81,0.36,Control,Start,Control Start
C1T0,C1T0_12,304,1.351,Control,Start,Control Start
C1T0,C1T0_12,153,0.68,Control,Start,Control Start
C1T0,C1T0_12,102,0.453,Control,Start,Control Start
C1T0,C1T0_12,85,0.378,Control,Start,Control Start
C1T0,C1T0_12,264,1.173,Control,Start,Control Start
C1T0,C1T0_12,57,0.253,Control,Start,Control Start
C1T0,C1T0_12,14,0.062,Control,Start,Control Start
C1T0,C1T0_12,189,0.84,Control,Start,Control Start
C1T0,C1T0_12,118,0.524,Control,Start,Control Start
C1T0,C1T0_12,117,0.52,Control,Start,Control Start
C1T0,C1T0_12,62,0.276,Control,Start,Control Start
C1T0,C1T0_12,102,0.453,Control,Start,Control Start
C1T0,C1T0_12,186,0.827,Control,Start,Control Start
C1T0,C1T0_12,52,0.231,Control,Start,Control Start
C1T0,C1T0_12,188,0.836,Control,Start,Control Start
C1T0,C1T0_12,80,0.356,Control,Start,Control Start
C1T0,C1T0_12,351,1.56,Control,Start,Control Start
C1T0,C1T0_12,45,0.2,Control,Start,Control Start
C1T0,C1T0_12,307,1.364,Control,Start,Control Start
C1T0,C1T0_12,63,0.28,Control,Start,Control Start
C1T0,C1T0_12,58,0.258,Control,Start,Control Start
C1T0,C1T0_12,30,0.133,Control,Start,Control Start
C1T0,C1T0_12,745,3.311,Control,Start,Control Start
C1T0,C1T0_12,326,1.449,Control,Start,Control Start
C1T0,C1T0_12,1513,6.724,Control,Start,Control Start
C1T0,C1T0_12,191,0.849,Control,Start,Control Start
C1T0,C1T0_12,115,0.511,Control,Start,Control Start
C1T0,C1T0_12,120,0.533,Control,Start,Control Start
C1T0,C1T0_12,294,1.307,Control,Start,Control Start
C1T0,C1T0_12,98,0.436,Control,Start,Control Start
C1T0,C1T0_12,319,1.418,Control,Start,Control Start
C1T0,C1T0_12,184,0.818,Control,Start,Control Start
C1T0,C1T0_12,82,0.364,Control,Start,Control Start
C1T0,C1T0_12,82,0.364,Control,Start,Control Start
C1T0,C1T0_12,72,0.32,Control,Start,Control Start
C1T0,C1T0_12,142,0.631,Control,Start,Control Start
C1T0,C1T0_12,163,0.724,Control,Start,Control Start
C1T0,C1T0_12,153,0.68,Control,Start,Control Start
C1T0,C1T0_12,33,0.147,Control,Start,Control Start
C1T0,C1T0_12,26,0.116,Control,Start,Control Start
C1T0,C1T0_12,130,0.578,Control,Start,Control Start
C1T0,C1T0_12,59,0.262,Control,Start,Control Start
C1T0,C1T0_12,160,0.711,Control,Start,Control Start
C1T0,C1T0_12,76,0.338,Control,Start,Control Start
C1T0,C1T0_12,60,0.267,Control,Start,Control Start
C1T0,C1T0_12,66,0.293,Control,Start,Control Start
C1T0,C1T0_12,102,0.453,Control,Start,Control Start
C1T0,C1T0_12,63,0.28,Control,Start,Control Start
C1T0,C1T0_12,91,0.404,Control,Start,Control Start
C1T0,C1T0_12,13,0.058,Control,Start,Control Start
C1T0,C1T0_12,244,1.084,Control,Start,Control Start
C1T0,C1T0_12,102,0.453,Control,Start,Control Start
C1T0,C1T0_12,45,0.2,Control,Start,Control Start
C1T0,C1T0_12,10,0.044,Control,Start,Control Start
C1T0,C1T0_12,186,0.827,Control,Start,Control Start
C1T0,C1T0_12,76,0.338,Control,Start,Control Start
C1T0,C1T0_12,209,0.929,Control,Start,Control Start
C1T0,C1T0_12,132,0.587,Control,Start,Control Start
C1T0,C1T0_12,250,1.111,Control,Start,Control Start
C1T0,C1T0_12,20,0.089,Control,Start,Control Start
C1T0,C1T0_12,48,0.213,Control,Start,Control Start
C1T0,C1T0_12,43,0.191,Control,Start,Control Start
C1T0,C1T0_12,81,0.36,Control,Start,Control Start
C1T0,C1T0_12,143,0.636,Control,Start,Control Start
C1T0,C1T0_12,88,0.391,Control,Start,Control Start
C1T0,C1T0_12,143,0.636,Control,Start,Control Start
C1T0,C1T0_12,272,1.209,Control,Start,Control Start
C1T0,C1T0_12,134,0.596,Control,Start,Control Start
C1T0,C1T0_12,386,1.716,Control,Start,Control Start
C1T0,C1T0_12,119,0.529,Control,Start,Control Start
C1T0,C1T0_12,53,0.236,Control,Start,Control Start
C1T0,C1T0_12,213,0.947,Control,Start,Control Start
C1T0,C1T0_12,69,0.307,Control,Start,Control Start
C1T0,C1T0_12,121,0.538,Control,Start,Control Start
C1T0,C1T0_12,338,1.502,Control,Start,Control Start
C1T0,C1T0_12,30,0.133,Control,Start,Control Start
C1T0,C1T0_12,154,0.684,Control,Start,Control Start
C1T0,C1T0_12,42,0.187,Control,Start,Control Start
C1T0,C1T0_12,57,0.253,Control,Start,Control Start
C1T0,C1T0_12,10,0.044,Control,Start,Control Start
C1T0,C1T0_12,107,0.476,Control,Start,Control Start
C1T0,C1T0_12,287,1.276,Control,Start,Control Start
C1T0,C1T0_12,150,0.667,Control,Start,Control Start
C1T0,C1T0_12,166,0.738,Control,Start,Control Start
C1T0,C1T0_12,32,0.142,Control,Start,Control Start
C1T0,C1T0_12,42,0.187,Control,Start,Control Start
C1T0,C1T0_12,101,0.449,Control,Start,Control Start
C1T0,C1T0_12,197,0.876,Control,Start,Control Start
C1T0,C1T0_12,108,0.48,Control,Start,Control Start
C1T0,C1T0_12,230,1.022,Control,Start,Control Start
C1T0,C1T0_12,61,0.271,Control,Start,Control Start
C1T0,C1T0_12,188,0.836,Control,Start,Control Start
C1T0,C1T0_12,20,0.089,Control,Start,Control Start
C1T0,C1T0_12,35,0.156,Control,Start,Control Start
C1T0,C1T0_12,239,1.062,Control,Start,Control Start
C1T0,C1T0_12,111,0.493,Control,Start,Control Start
C1T0,C1T0_12,308,1.369,Control,Start,Control Start
C1T0,C1T0_11,446,1.982,Control,Start,Control Start
C1T0,C1T0_11,68,0.302,Control,Start,Control Start
C1T0,C1T0_11,47,0.209,Control,Start,Control Start
C1T0,C1T0_11,101,0.449,Control,Start,Control Start
C1T0,C1T0_11,40,0.178,Control,Start,Control Start
C1T0,C1T0_11,46,0.204,Control,Start,Control Start
C1T0,C1T0_11,19,0.084,Control,Start,Control Start
C1T0,C1T0_11,129,0.573,Control,Start,Control Start
C1T0,C1T0_11,47,0.209,Control,Start,Control Start
C1T0,C1T0_11,24,0.107,Control,Start,Control Start
C1T0,C1T0_11,43,0.191,Control,Start,Control Start
C1T0,C1T0_11,129,0.573,Control,Start,Control Start
C1T0,C1T0_11,420,1.867,Control,Start,Control Start
C1T0,C1T0_11,163,0.724,Control,Start,Control Start
C1T0,C1T0_11,43,0.191,Control,Start,Control Start
C1T0,C1T0_11,106,0.471,Control,Start,Control Start
C1T0,C1T0_11,37,0.164,Control,Start,Control Start
C1T0,C1T0_11,71,0.316,Control,Start,Control Start
C1T0,C1T0_11,44,0.196,Control,Start,Control Start
C1T0,C1T0_11,33,0.147,Control,Start,Control Start
C1T0,C1T0_11,163,0.724,Control,Start,Control Start
C1T0,C1T0_11,19,0.084,Control,Start,Control Start
C1T0,C1T0_11,65,0.289,Control,Start,Control Start
C1T0,C1T0_11,30,0.133,Control,Start,Control Start
C1T0,C1T0_11,97,0.431,Control,Start,Control Start
C1T0,C1T0_11,22,0.098,Control,Start,Control Start
C1T0,C1T0_11,34,0.151,Control,Start,Control Start
C1T0,C1T0_11,40,0.178,Control,Start,Control Start
C1T0,C1T0_11,20,0.089,Control,Start,Control Start
C1T0,C1T0_11,21,0.093,Control,Start,Control Start
C1T0,C1T0_11,27,0.12,Control,Start,Control Start
C1T0,C1T0_11,21,0.093,Control,Start,Control Start
C1T0,C1T0_11,20,0.089,Control,Start,Control Start
C1T0,C1T0_11,61,0.271,Control,Start,Control Start
C1T0,C1T0_11,84,0.373,Control,Start,Control Start
C1T0,C1T0_11,108,0.48,Control,Start,Control Start
C1T0,C1T0_11,67,0.298,Control,Start,Control Start
C1T0,C1T0_11,25,0.111,Control,Start,Control Start
C1T0,C1T0_11,20,0.089,Control,Start,Control Start
C1T0,C1T0_11,60,0.267,Control,Start,Control Start
C1T0,C1T0_11,15,0.067,Control,Start,Control Start
C1T0,C1T0_11,20,0.089,Control,Start,Control Start
C1T0,C1T0_11,292,1.298,Control,Start,Control Start
C1T0,C1T0_11,66,0.293,Control,Start,Control Start
C1T0,C1T0_11,18,0.08,Control,Start,Control Start
C1T0,C1T0_11,28,0.124,Control,Start,Control Start
C1T0,C1T0_11,65,0.289,Control,Start,Control Start
C1T0,C1T0_11,71,0.316,Control,Start,Control Start
C1T0,C1T0_11,28,0.124,Control,Start,Control Start
C1T0,C1T0_11,22,0.098,Control,Start,Control Start
C1T0,C1T0_11,22,0.098,Control,Start,Control Start
C1T0,C1T0_11,198,0.88,Control,Start,Control Start
C1T0,C1T0_11,23,0.102,Control,Start,Control Start
C1T0,C1T0_11,64,0.284,Control,Start,Control Start
C1T0,C1T0_11,90,0.4,Control,Start,Control Start
C1T0,C1T0_11,53,0.236,Control,Start,Control Start
C1T0,C1T0_11,10,0.044,Control,Start,Control Start
C1T0,C1T0_11,34,0.151,Control,Start,Control Start
C1T0,C1T0_11,45,0.2,Control,Start,Control Start
C1T0,C1T0_11,49,0.218,Control,Start,Control Start
C1T0,C1T0_11,52,0.231,Control,Start,Control Start
C1T0,C1T0_11,133,0.591,Control,Start,Control Start
C1T0,C1T0_11,30,0.133,Control,Start,Control Start
C1T0,C1T0_11,49,0.218,Control,Start,Control Start
C1T0,C1T0_11,122,0.542,Control,Start,Control Start
C1T0,C1T0_11,94,0.418,Control,Start,Control Start
C1T0,C1T0_11,53,0.236,Control,Start,Control Start
C1T0,C1T0_11,350,1.556,Control,Start,Control Start
C1T0,C1T0_11,381,1.693,Control,Start,Control Start
C1T0,C1T0_11,35,0.156,Control,Start,Control Start
C1T0,C1T0_11,83,0.369,Control,Start,Control Start
C1T0,C1T0_11,90,0.4,Control,Start,Control Start
C1T0,C1T0_11,35,0.156,Control,Start,Control Start
C1T0,C1T0_11,262,1.164,Control,Start,Control Start
C1T0,C1T0_11,62,0.276,Control,Start,Control Start
C1T0,C1T0_11,81,0.36,Control,Start,Control Start
C1T0,C1T0_11,214,0.951,Control,Start,Control Start
C1T0,C1T0_11,87,0.387,Control,Start,Control Start
C1T0,C1T0_11,45,0.2,Control,Start,Control Start
C1T0,C1T0_11,88,0.391,Control,Start,Control Start
C1T0,C1T0_11,50,0.222,Control,Start,Control Start
C1T0,C1T0_11,154,0.684,Control,Start,Control Start
C1T0,C1T0_11,30,0.133,Control,Start,Control Start
C1T0,C1T0_11,30,0.133,Control,Start,Control Start
C1T0,C1T0_11,10,0.044,Control,Start,Control Start
C1T0,C1T0_11,269,1.196,Control,Start,Control Start
C1T0,C1T0_11,36,0.16,Control,Start,Control Start
C1T0,C1T0_11,51,0.227,Control,Start,Control Start
C1T0,C1T0_11,26,0.116,Control,Start,Control Start
C1T0,C1T0_11,109,0.484,Control,Start,Control Start
C1T0,C1T0_11,54,0.24,Control,Start,Control Start
C1T0,C1T0_11,150,0.667,Control,Start,Control Start
C1T0,C1T0_11,71,0.316,Control,Start,Control Start
C1T0,C1T0_11,19,0.084,Control,Start,Control Start
C1T0,C1T0_11,46,0.204,Control,Start,Control Start
C1T0,C1T0_11,55,0.244,Control,Start,Control Start
C1T0,C1T0_11,44,0.196,Control,Start,Control Start
C1T0,C1T0_11,46,0.204,Control,Start,Control Start
C1T0,C1T0_11,90,0.4,Control,Start,Control Start
C1T0,C1T0_11,24,0.107,Control,Start,Control Start
C1T0,C1T0_11,210,0.933,Control,Start,Control Start
C1T0,C1T0_11,148,0.658,Control,Start,Control Start
C1T0,C1T0_11,227,1.009,Control,Start,Control Start
C1T0,C1T0_11,87,0.387,Control,Start,Control Start
C1T0,C1T0_11,257,1.142,Control,Start,Control Start
C1T0,C1T0_11,36,0.16,Control,Start,Control Start
C1T0,C1T0_11,389,1.729,Control,Start,Control Start
C1T0,C1T0_11,64,0.284,Control,Start,Control Start
C1T0,C1T0_11,318,1.413,Control,Start,Control Start
C1T0,C1T0_11,33,0.147,Control,Start,Control Start
C1T0,C1T0_11,191,0.849,Control,Start,Control Start
C1T0,C1T0_11,49,0.218,Control,Start,Control Start
C1T0,C1T0_11,128,0.569,Control,Start,Control Start
C1T0,C1T0_11,213,0.947,Control,Start,Control Start
C1T0,C1T0_11,602,2.676,Control,Start,Control Start
C1T0,C1T0_11,96,0.427,Control,Start,Control Start
C1T0,C1T0_11,234,1.04,Control,Start,Control Start
C1T0,C1T0_11,154,0.684,Control,Start,Control Start
C1T0,C1T0_11,185,0.822,Control,Start,Control Start
C1T0,C1T0_11,43,0.191,Control,Start,Control Start
C1T0,C1T0_11,243,1.08,Control,Start,Control Start
C1T0,C1T0_11,701,3.116,Control,Start,Control Start
C1T0,C1T0_11,33,0.147,Control,Start,Control Start
C1T0,C1T0_11,13,0.058,Control,Start,Control Start
C1T0,C1T0_11,71,0.316,Control,Start,Control Start
C1T0,C1T0_11,98,0.436,Control,Start,Control Start
C1T0,C1T0_11,355,1.578,Control,Start,Control Start
C1T0,C1T0_11,455,2.022,Control,Start,Control Start
C1T0,C1T0_11,43,0.191,Control,Start,Control Start
C1T0,C1T0_11,435,1.933,Control,Start,Control Start
C1T0,C1T0_11,76,0.338,Control,Start,Control Start
C1T0,C1T0_11,350,1.556,Control,Start,Control Start
C1T0,C1T0_11,208,0.924,Control,Start,Control Start
C1T0,C1T0_11,39,0.173,Control,Start,Control Start
C1T0,C1T0_11,169,0.751,Control,Start,Control Start
C1T0,C1T0_11,54,0.24,Control,Start,Control Start
C1T0,C1T0_11,56,0.249,Control,Start,Control Start
C1T0,C1T0_11,60,0.267,Control,Start,Control Start
C1T0,C1T0_11,25,0.111,Control,Start,Control Start
C1T0,C1T0_11,473,2.102,Control,Start,Control Start
C1T0,C1T0_11,127,0.564,Control,Start,Control Start
C1T0,C1T0_11,86,0.382,Control,Start,Control Start
C1T0,C1T0_11,142,0.631,Control,Start,Control Start
C1T0,C1T0_11,33,0.147,Control,Start,Control Start
C1T0,C1T0_11,48,0.213,Control,Start,Control Start
C1T0,C1T0_11,266,1.182,Control,Start,Control Start
C1T0,C1T0_11,370,1.644,Control,Start,Control Start
C1T0,C1T0_11,157,0.698,Control,Start,Control Start
C1T0,C1T0_11,419,1.862,Control,Start,Control Start
C1T0,C1T0_11,92,0.409,Control,Start,Control Start
C1T0,C1T0_11,30,0.133,Control,Start,Control Start
C1T0,C1T0_11,50,0.222,Control,Start,Control Start
C1T0,C1T0_11,28,0.124,Control,Start,Control Start
C1T0,C1T0_11,181,0.804,Control,Start,Control Start
C1T0,C1T0_11,314,1.396,Control,Start,Control Start
C1T0,C1T0_11,189,0.84,Control,Start,Control Start
C1T0,C1T0_11,231,1.027,Control,Start,Control Start
C1T0,C1T0_11,10,0.044,Control,Start,Control Start
C1T0,C1T0_11,60,0.267,Control,Start,Control Start
C1T0,C1T0_11,38,0.169,Control,Start,Control Start
C1T0,C1T0_11,302,1.342,Control,Start,Control Start
C1T0,C1T0_11,206,0.916,Control,Start,Control Start
C1T0,C1T0_11,1396,6.204,Control,Start,Control Start
C1T0,C1T0_11,273,1.213,Control,Start,Control Start
C1T0,C1T0_11,139,0.618,Control,Start,Control Start
C1T0,C1T0_11,41,0.182,Control,Start,Control Start
C1T0,C1T0_11,64,0.284,Control,Start,Control Start
C1T0,C1T0_11,577,2.564,Control,Start,Control Start
C1T0,C1T0_11,407,1.809,Control,Start,Control Start
C1T0,C1T0_11,39,0.173,Control,Start,Control Start
C1T0,C1T0_11,48,0.213,Control,Start,Control Start
C1T0,C1T0_11,53,0.236,Control,Start,Control Start
C1T0,C1T0_11,26,0.116,Control,Start,Control Start
C1T0,C1T0_11,263,1.169,Control,Start,Control Start
C1T0,C1T0_11,39,0.173,Control,Start,Control Start
C1T0,C1T0_11,43,0.191,Control,Start,Control Start
C1T0,C1T0_11,602,2.676,Control,Start,Control Start
C1T0,C1T0_11,21,0.093,Control,Start,Control Start
C1T0,C1T0_11,63,0.28,Control,Start,Control Start
C1T0,C1T0_11,54,0.24,Control,Start,Control Start
C1T0,C1T0_11,288,1.28,Control,Start,Control Start
C1T0,C1T0_11,42,0.187,Control,Start,Control Start
C1T0,C1T0_11,79,0.351,Control,Start,Control Start
C1T0,C1T0_11,86,0.382,Control,Start,Control Start
C1T0,C1T0_11,32,0.142,Control,Start,Control Start
C1T0,C1T0_11,28,0.124,Control,Start,Control Start
C1T0,C1T0_11,74,0.329,Control,Start,Control Start
C1T0,C1T0_11,49,0.218,Control,Start,Control Start
C1T0,C1T0_11,60,0.267,Control,Start,Control Start
C1T0,C1T0_11,66,0.293,Control,Start,Control Start
C1T0,C1T0_11,423,1.88,Control,Start,Control Start
C1T0,C1T0_11,51,0.227,Control,Start,Control Start
C1T0,C1T0_11,17,0.076,Control,Start,Control Start
C1T0,C1T0_11,11,0.049,Control,Start,Control Start
C1T0,C1T0_11,111,0.493,Control,Start,Control Start
C1T0,C1T0_11,103,0.458,Control,Start,Control Start
C1T0,C1T0_11,293,1.302,Control,Start,Control Start
C1T0,C1T0_11,230,1.022,Control,Start,Control Start
C1T0,C1T0_11,97,0.431,Control,Start,Control Start
C1T0,C1T0_11,31,0.138,Control,Start,Control Start
C1T0,C1T0_11,59,0.262,Control,Start,Control Start
C1T0,C1T0_11,989,4.396,Control,Start,Control Start
C1T0,C1T0_11,298,1.324,Control,Start,Control Start
C1T0,C1T0_11,38,0.169,Control,Start,Control Start
C1T0,C1T0_11,35,0.156,Control,Start,Control Start
C1T0,C1T0_11,287,1.276,Control,Start,Control Start
C1T0,C1T0_11,85,0.378,Control,Start,Control Start
C1T0,C1T0_11,36,0.16,Control,Start,Control Start
C1T0,C1T0_11,49,0.218,Control,Start,Control Start
C1T0,C1T0_11,35,0.156,Control,Start,Control Start
C1T0,C1T0_11,13,0.058,Control,Start,Control Start
C1T0,C1T0_10,99,0.44,Control,Start,Control Start
C1T0,C1T0_10,35,0.156,Control,Start,Control Start
C1T0,C1T0_10,136,0.604,Control,Start,Control Start
C1T0,C1T0_10,30,0.133,Control,Start,Control Start
C1T0,C1T0_10,181,0.804,Control,Start,Control Start
C1T0,C1T0_10,90,0.4,Control,Start,Control Start
C1T0,C1T0_10,47,0.209,Control,Start,Control Start
C1T0,C1T0_10,135,0.6,Control,Start,Control Start
